Recipe Name;Review Count;Recipe Photo;Author;Prepare Time;Cook Time;Total Time;Ingredients;Directions;RecipeID
Honey Bun Cake I Recipe ;830;https://images.media-allrecipes.com/userphotos/560x315/363088.jpg;Jennifer Walker;30 m;1 h;1 h 45 m;cake,vegetable oil,egg,sour cream,brown sugar,cinnamon,sugar,milk,vanilla;'Preheat oven to 325 degrees F (165 degrees C).**In a large mixing bowl, combine cake mix, oil, eggs and sour cream. Stir by hand approximately 50 strokes, or until most large lumps are gone. Pour half of the batter into an ungreased 9x13 inch glass baking dish. Combine the brown sugar and cinnamon, and sprinkle over the batter in the cake pan. Spoon the other half of the batter into the cake pan, covering the brown sugar and cinnamon. Twirl the cake with a butter knife or icing knife until it looks like a honey bun (or whatever design you want to make).**Bake in preheated oven for 40 minutes, or until a toothpick inserted into the center of the cake comes out clean. Frost cake while it is still fairly hot. Serve warm.**To Make the frosting:  In a small bowl, whisk together the confectioner''s sugar, milk and vanilla until smooth.**';7547
Creamy Frosting Recipe ;605;https://images.media-allrecipes.com/userphotos/560x315/793716.jpg;Carol;X;X;X;milk,flour,butter,white sugar,vanilla;Whisk milk into flour in small saucepan until smooth.  Heat and stir until it boils and thickens.  Cool thoroughly.**Cream butter, sugar and vanilla in bowl until light and fluffy.  Add thickened milk.  Beat until mixture resembles whipped cream.  Makes enough to fill and frost 2 layer cake, about 3 1/2 cups.**;7555
Lemon Cream Cheese Frosting Recipe ;254;https://images.media-allrecipes.com/userphotos/560x315/411914.jpg;Carol;X;X;X;cream cheese,butter,lemon juice,lemon,vanilla,sugar;'Beat cream cheese, butter, lemon juice, lemon rind, and vanilla together until smooth and fluffy.  Add confectioners'' sugar in 2 additions.  Beat until creamy.  Add more icing sugar or juice as needed for easy spreading.  Makes about 3 2/3 cups.**';7556
Too Much Chocolate Cake Recipe ;5k;https://images.media-allrecipes.com/userphotos/560x315/1130307.jpg;Denise;X;X;X;cake,chocolate,sour cream,vegetable oil,egg,water,chocolate;Preheat oven to 350 degrees F (175 degrees C).**In a large bowl, mix together the cake and pudding mixes, sour cream, oil, beaten eggs and water.  Stir in the chocolate chips and pour batter into a well greased 12 cup bundt pan.**Bake for 50 to 55 minutes, or until top is springy to the touch and a wooden toothpick inserted comes out clean. Cool cake thoroughly in pan at least an hour and a half before inverting onto a plate  If desired, dust the cake with powdered sugar.**;7565
'Aunt Johnnie''s Pound Cake Recipe ';339;https://images.media-allrecipes.com/userphotos/560x315/684821.jpg;Jean Higginbotham;30 m;1 h 30 m;2 h;shortening,butter,white sugar,egg,almond,milk,baking powder,flour;Preheat oven to 300 degrees F (150 degrees C). Lightly grease and flour a 10 inch Bundt pan.**Cream shortening, butter and sugar until light and fluffy (for best results use an electric mixer). This will take a while. Add eggs one at a time, beating well after each addition. Beat in almond extract.**Combine baking powder and flour. Stir into creamed mixture alternately with the milk, starting and ending with flour. Pour batter into prepared pan.**Bake in the preheated oven for 1 to 1 1/2 hours, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**;7591
'Chocolate Lovers'' Favorite Cake Recipe ';829;https://images.media-allrecipes.com/userphotos/250x250/66057.jpg;SUSAN FEILER;30 m;1 h;2 h;cake,chocolate,sour cream,butter,egg,almond,chocolate;Preheat oven to 350 degrees F (175 degrees C). Grease a 10 inch Bundt pan.**In a large bowl, stir together cake mix and pudding mix. Make a well in the center and pour in sour cream, melted butter, eggs and almond extract. Beat on low speed until blended. Scrape bowl, and beat 4 minutes on medium speed. Blend in chocolate chips. Pour batter into prepared pan.**Bake in preheated oven for 50 to 55 minutes. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**;7612
Apple Cake I Recipe ;221;https://images.media-allrecipes.com/userphotos/560x315/76732.jpg;Judy Richardson;X;X;X;egg,vegetable oil,white sugar,flour,cinnamon,baking soda,salt,vanilla,apple;Preheat oven to 350 degrees F (175 degrees C). Lightly grease and flour one 9x13 inch cake pan.**Beat vegetable oil and eggs until foamy. Add the sugar, flour, ground cinnamon, baking, soda, salt, and vanilla and mix well. Stir in the diced apples. Pour batter into prepared pan.**Bake at 350 degrees F (175 degrees C) for 30 to 40 minutes.  Cool cake in pan for 10 minutes. Cake needs no frosting.**;7615
Wonderful Banana Cake Recipe ;396;https://images.media-allrecipes.com/userphotos/560x315/773884.jpg;Carolyn Micklas;X;X;X;cake,banana,baking soda;Prepare yellow cake mix according to package directions.**Mash the bananas with the baking soda and stir into the cake mix batter. Pour batter into one greased and floured 9x13 inch baking pan.**Do not preheat oven. Place uncooked cake in oven and turn oven on to 350 degrees F (175 degrees C). Bake for 1 hour. Let cake cool thoroughly and then refrigerate.**;7686
Brownie Caramel Cheesecake Recipe ;369;https://images.media-allrecipes.com/userphotos/250x250/446230.jpg;JACKIE MEIBORG;30 m;1 h;4 h 30 m;brownie,egg,water,caramel,milk,cream cheese,white sugar,vanilla,egg,chocolate;Preheat oven to 350 degrees F (175 degrees C).  Grease the bottom of a 9 inch springform pan.**In a small bowl, mix together brownie mix, 1 egg and water.  Spread into the greased pan. Bake for 25 minutes.**Melt the caramels with the evaporated milk over low heat in a heavy saucepan.  Stir often, and heat until mixture has a smooth consistency. Reserve 1/3 cup of this caramel mixture, and pour the remainder over the warm, baked brownie crust.**In a large bowl, beat the cream cheese, sugar and vanilla with an electric mixer until smooth.  Add eggs one at a time, beating well after each addition. Pour cream cheese mixture over caramel mixture.**Bake cheesecake for 40 minutes.  Chill in pan.  When cake is thoroughly chilled, loosen by running a knife around the edge, and then remove the rim of the pan.  Heat reserved caramel mixture, and spoon over cheesecake.  Drizzle with the chocolate topping.**;7713
Self;347;https://images.media-allrecipes.com/userphotos/560x315/430654.jpg;Star Pooley;X;X;X;cream cheese,white sugar,egg,chocolate,chocolate;Preheat the oven to 350 degrees F (175 degrees C), or to the temperature recommended on the cake mix package.**Prepare chocolate cake mix according to package directions, but do not bake. In separate bowl cream together cream cheese and sugar until smooth. Beat in the egg until well blended, then stir in chocolate chips.**Line cupcake tins with cupcake papers.  Fill 2/3 full with chocolate cake batter.  Add 1 teaspoon cream cheese mixture to the center, and top with more cake batter.**Bake according to package directions for cupcakes. Cool and frost with chocolate or cream cheese frosting.**;7717
Buttermilk Pound Cake II Recipe ;570;https://images.media-allrecipes.com/userphotos/560x315/5729172.jpg;Cathy;15 m;1 h 30 m;1 h 45 m;flour,baking soda,salt,butter,white sugar,egg,lemon,vanilla,buttermilk;Preheat oven to 325 degrees F (165 degrees C). Grease one 9 or 10 inch tube pan.  Mix together the flour, baking soda, and salt. Set aside.**In a large bowl, beat butter with sugar. Mix in the eggs, one at time, beating well after each addition. Stir in the lemon and the vanilla extracts.  Gently mix in flour mixture alternately with the buttermilk. Pour batter into the prepared pan.**Bake in preheated oven for 90 minutes. Do not open oven door until after one hour. When cake begins to pull away from the side of the pan it is done. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.**;7722
Chocolate Cheese Frosting Recipe ;266;https://images.media-allrecipes.com/userphotos/560x315/959551.jpg;Carol;15 m;X;15 m;cream cheese,milk,sugar,butter,vanilla,cocoa powder,cinnamon;'In a bowl, beat together the cream cheese, 3 tablespoons milk, confectioner''s sugar, butter, vanilla, cocoa, and cinnamon to a spreadable consistency. Beat in additional milk if necessary. For a darker frosting add more cocoa or up to 4 ounces melted chocolate. Spread onto cooled cake.**';7737
Almond Coconut Chocolate Cake Recipe ;142;https://images.media-allrecipes.com/userphotos/250x250/981137.jpg;Leslie Tx;20 m;40 m;1 h;cake,milk,white sugar,marshmallow,coconut,butter,chocolate,almond;Mix cake mix and bake as directed for one 9x13 inch cake.**In a saucepan combine 1/2 of the evaporated milk, and 1-1/2 cups of the sugar. Bring mixture to a rapid boil. Quickly remove from the heat and add marshmallows. Stir until melted. Stir in coconut. Pour mixture over the top of the baked cake.**In a saucepan combine the remaining sugar and the remaining evaporated milk. Bring to a boil. Remove from heat and add butter and chocolate chips. Stir until melted. Mix in toasted almonds. Pour mixture over the top of the coconut topped cake. Chill for at least 2 hours before serving. Cake tastes best if baked the day before.**;7738
'Cookies ''n Cream Cake Recipe ';182;https://images.media-allrecipes.com/userphotos/560x315/85461.jpg;Suzanne Stull;30 m;35 m;1 h 25 m;cake,water,vegetable oil,egg,chocolate,sugar,shortening,vanilla,egg,chocolate;'Preheat oven to 350 degrees F (175 degrees C). Grease and flour two 9 inch round cake pans.**In a large bowl, mix the cake mix, water, oil, and 3 egg whites with an electric mixer on high speed for 2 minutes. Gently stir in crushed cookies. Pour batter into the prepared pans.**Bake for 25 to 35 minutes in the preheated oven, or until a knife inserted in the center of the cake comes out clean. Cool 10 minutes in pans. Remove from pans, and completely cool on racks.**To Make Frosting:  In a small bowl, thoroughly blend the 1/2 cup confectioners'' sugar, shortening, vanilla, and 2 egg whites. Beat in remaining confectioners'' sugar until creamy. Frost the cake, and garnish with remaining cookies.**';7749
Greek Lemon Cake Recipe ;179;https://images.media-allrecipes.com/userphotos/560x315/1083096.jpg;Carol;30 m;50 m;1 h 30 m;flour,baking soda,salt,egg,white sugar,butter,lemon,lemon juice,yogurt;Preheat oven to 350 degrees F (175 degrees C). Grease one 10-inch tube pan.**Sift the flour, baking soda, and salt together. Set mixture aside.**In a large bowl, beat the egg whites until soft peaks form. Gradually add 1/2 cup of the sugar, beating until stiff glossy peaks form. Set aside.**Beat butter and remaining 1 1/2 cups sugar in a large bowl with an electric mixer until fluffy, 3 to 5 minutes. The mixture should be noticeably lighter in color.**Blend in egg yolks, lemon zest, and lemon juice. Add flour mixture alternately with the yogurt, mixing until combined. Gently fold in the egg whites and pour the batter into the prepared pan.**Bake in preheated oven until a tester inserted in the center comes out clean, 50 to 60 minutes. Let cake cool in pan for 10 minutes, then turn out onto a rack to finish cooling. Serves 12.**;7763
Lemon Icing Recipe ;262;https://images.media-allrecipes.com/userphotos/250x250/835274.jpg;Carol;5 m;X;5 m;butter,lemon juice,vanilla,sugar;'Combine the butter, lemon juice, vanilla, and confectioner''s sugar and beat until light and fluffy. Add more confectioner''s sugar, or lemon juice to adjust the consistency as needed.**';7770
Raspberry Almond Coffeecake Recipe ;295;https://images.media-allrecipes.com/userphotos/560x315/2999016.jpg;Melissa Marsh;30 m;1 h;1 h 30 m;raspberry,brown sugar,flour,white sugar,baking powder,baking soda,salt,sour cream,butter,vanilla,egg,almond,sugar,milk,vanilla;'Preheat oven to 350 degrees F (175 degrees C).  Spray an 8 inch round cake pan with cooking spray.**Combine raspberries and brown sugar in a bowl.  Set aside.**In a large bowl, combine flour, sugar, baking soda, baking powder, and salt.  Combine sour cream, butter or margarine, 1 teaspoon vanilla, and egg, and add to flour mixture.  Stir just until moist.  Spoon 2/3 of the batter into the prepared pan.  Spread raspberry mixture evenly over the batter.  Spoon remaining batter over raspberry mixture.  Top with almonds.**Bake for 40 minutes, or until a wooden pick inserted in center comes out clean.  Let cool for 10 minutes on a wire rack.**Combine confectioners'' sugar, milk, and 1/4 teaspoon vanilla.  Stir well.  Drizzle glaze over cake.  Serve warm or at room temperature.**';7784
Strawberry Dream Cake I Recipe ;290;https://images.media-allrecipes.com/userphotos/560x315/712158.jpg;Beth Lemieux;X;X;X;cake,strawberry,cream cheese,chocolate,whipping cream,topping thawed,strawberry;Preheat oven to 350 degrees F (175 degrees C). Grease two 9 inch round cake pans.**Make cake per directions except substitute the 1 1/2 cups of strawberries for the water and add 1 extra egg, (if cake mix calls for 2 eggs add 3), and 8 ounces of the cream cheese at room temperature. Beat well and pour into the prepared pans.**Bake at 350 degrees F (175 degrees C) for about 20 to 25 minutes or until golden brown. A toothpick inserted in the center will not come out clean when this cake is done since it is so moist. Let cake cool fully before frosting.**To Make Frosting: Heat the heavy cream until just beginning to boil. Pour it over the white chocolate (chopped) and the remaining 4 ounces cream cheese. Mix well and let cool. Once cool fold into the whipped topping. Use to frost cooled cake and garnish with sliced fresh strawberries.**;7793
Creamy Cheesecake Recipe ;221;https://images.media-allrecipes.com/userphotos/250x250/631723.jpg;Karin Christian;X;X;X;ham,cream cheese,egg,white sugar,vanilla,lemon;Preheat oven to 350 degrees F (175 degrees C).**Beat softened cream cheese slightly. Add eggs, sugar, vanilla, and lemon zest. Beat until light and fluffy. Pour mixture into crust.**Bake at 350 degrees F (175 degrees C) until firm, about 25 minutes. Let cheesecake cool then top with cherry or blueberry pie filling, if desired. Refrigerate for at least 8 hours before serving.**;7832
Pumpkin Cheesecake I Recipe ;204;https://images.media-allrecipes.com/userphotos/560x315/53506.jpg;J M Thomas;20 m;50 m;1 h 10 m;cream cheese,white sugar,pumpkin,cinnamon,ginger,nutmeg,egg,salt,pastry;Preheat oven to 350 degrees F (175 degrees C).**Beat together the cream cheese and the sugar, add the pumpkin and the spices. Beat in eggs one at a time. Add salt. Beat until creamy. Pour the batter evenly into the two pastry shells.**Bake at 350 degrees F (175 degrees C) for 50 minutes or until the knife inserted in the center comes out clean. Let cool then top with whipped topping, if desired.**;7835
